CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Total_Remuneracao;Orgao_Administracao;Numero_Membros;Total_Remuneracao_Orgao;Numero_Membros_Remunerados;Salario;Beneficios_Diretos_Indiretos;Participacoes_Comites;Outros_Valores_Fixos;Descricao_Outros_Remuneracoes_Fixas;Bonus;Participacao_Resultados;Participacao_Reunioes;Outros_Valores_Variaveis;Comissoes;Descricao_Outros_Remuneracoes_Variaveis;Pos_emprego;Cessacao_Cargo;Baseada_Acoes;Observacao
81.106.957/0001-19;2023-12-31;2;130562;DESCARBONIZE SOLUÇÕES S.A.;2021-01-01;2021-12-31;507333.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;(1)no exercício de 2021, a Companhia não possuía conselho fiscal instalado(2)o conselho de administração da Companhia foi instalado em outubro de 2021 e(3)o cálculo do número total de membros de cada órgão (letra "b") foi apurado da forma especificada no item 10.2.8(b) do Ofício-Circular CVM/SEP 01-2023.
81.106.957/0001-19;2023-12-31;2;130562;DESCARBONIZE SOLUÇÕES S.A.;2020-01-01;2020-12-31;754399.00;Conselho de Administração;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;(1)No exercício de 2020 a Companhia não possuía conselho fiscal instalado nem conselho de administração e(2)o cálculo do número total de membros de cada órgão (letra "b") foi apurado da forma especificada no item 10.2.8(b) do Ofício-Circular CVM/SEP 01-2023.
81.106.957/0001-19;2023-12-31;2;130562;DESCARBONIZE SOLUÇÕES S.A.;2020-01-01;2020-12-31;754399.00;Diretoria Estatutária;4.00;754399.00;4.00;720000.00;34399.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;(1)No exercício de 2020 a Companhia não possuía conselho fiscal instalado nem conselho de administração e(2)o cálculo do número total de membros de cada órgão (letra "b") foi apurado da forma especificada no item 10.2.8(b) do Ofício-Circular CVM/SEP 01-2023.
81.106.957/0001-19;2023-12-31;2;130562;DESCARBONIZE SOLUÇÕES S.A.;2020-01-01;2020-12-31;754399.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;(1)No exercício de 2020 a Companhia não possuía conselho fiscal instalado nem conselho de administração e(2)o cálculo do número total de membros de cada órgão (letra "b") foi apurado da forma especificada no item 10.2.8(b) do Ofício-Circular CVM/SEP 01-2023.
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2021-01-01;2021-12-31;13104465.54;Conselho de Administração;9.00;2277638.66;8.00;1848532.32;0.00;49500.00;379606.34;INSS;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2021-01-01;2021-12-31;13104465.54;Diretoria Estatutária;5.00;10477377.64;5.00;4839921.95;113054.61;49500.00;967984.41;INSS;4506916.67;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2021-01-01;2021-12-31;13104465.54;Conselho Fiscal;3.00;349449.24;3.00;291207.76;0.00;0.00;58241.48;INSS;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2020-01-01;2020-12-31;6830579.78;Conselho de Administração;7.00;1684298.24;7.00;1403581.87;0.00;0.00;280716.37;INSS;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2020-01-01;2020-12-31;6830579.78;Diretoria Estatutária;4.00;4899910.12;4.00;3454531.32;113054.61;0.00;690906.26;INSS;301417.93;0.00;0.00;0.00;0.00;;0.00;0.00;340000.00;
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2020-01-01;2020-12-31;6830579.78;Conselho Fiscal;3.00;246371.42;3.00;205309.52;0.00;0.00;41061.90;INSS;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2022-01-01;2022-12-31;14289314.35;Conselho de Administração;9.00;2617997.28;8.00;1999473.98;0.00;618523.30;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2022-01-01;2022-12-31;14289314.35;Diretoria Estatutária;4.00;11351330.43;4.00;4839683.04;0.00;0.00;0.00;;6169948.42;0.00;0.00;0.00;0.00;;0.00;0.00;341698.97;
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2022-01-01;2022-12-31;14289314.35;Conselho Fiscal;3.00;319986.64;3.00;319986.64;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2023-01-01;2023-12-31;17731845.97;Conselho de Administração;9.00;2877001.66;8.00;2157001.66;0.00;720000.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2023-01-01;2023-12-31;17731845.97;Diretoria Estatutária;5.00;14509167.56;5.00;6335873.62;0.00;0.00;0.00;;7765462.94;0.00;0.00;0.00;0.00;;0.00;0.00;407831.00;
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2023-01-01;2023-12-31;17731845.97;Conselho Fiscal;3.00;345676.75;3.00;345676.75;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
81.616.807/0001-55;2023-12-31;5;133328;GRANJA FARIA S.A.;2023-01-01;2023-12-31;3507000.00;Conselho de Administração;4.00;870000.00;4.00;830000.00;40000.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2023-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
81.616.807/0001-55;2023-12-31;5;133328;GRANJA FARIA S.A.;2023-01-01;2023-12-31;3507000.00;Diretoria Estatutária;2.00;2637000.00;2.00;1080000.00;57000.00;0.00;0.00;;1500000.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2023-CVM/SEP, o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
81.616.807/0001-55;2023-12-31;5;133328;GRANJA FARIA S.A.;2023-01-01;2023-12-31;3507000.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2023-CVM/SEP, o número de membros do Conselho Fiscal foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
81.616.807/0001-55;2023-12-31;5;133328;GRANJA FARIA S.A.;2022-01-01;2022-12-31;2177587.61;Conselho de Administração;3.00;549611.69;3.00;512038.04;37573.65;0.00;0.00;N.A.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2023-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
81.616.807/0001-55;2023-12-31;5;133328;GRANJA FARIA S.A.;2022-01-01;2022-12-31;2177587.61;Diretoria Estatutária;2.00;1627975.92;2.00;955874.58;51759.44;0.00;0.00;N/A;620341.90;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2023-CVM/SEP, o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
81.616.807/0001-55;2023-12-31;5;133328;GRANJA FARIA S.A.;2022-01-01;2022-12-31;2177587.61;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2023-CVM/SEP, o número de membros do Conselho Fiscal foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
81.616.807/0001-55;2023-12-31;5;133328;GRANJA FARIA S.A.;2021-01-01;2021-12-31;1657923.40;Conselho de Administração;3.00;225162.83;3.00;187700.00;37462.83;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2023-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
81.616.807/0001-55;2023-12-31;5;133328;GRANJA FARIA S.A.;2021-01-01;2021-12-31;1657923.40;Diretoria Estatutária;2.00;1432760.57;2.00;878246.34;49386.39;0.00;0.00;;505127.84;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2023-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
81.616.807/0001-55;2023-12-31;5;133328;GRANJA FARIA S.A.;2021-01-01;2021-12-31;1657923.40;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2023-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
81.616.807/0001-55;2023-12-31;5;133328;GRANJA FARIA S.A.;2020-01-01;2020-12-31;1640194.89;Conselho de Administração;3.00;220248.44;2.00;187700.00;32548.44;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2023-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
81.616.807/0001-55;2023-12-31;5;133328;GRANJA FARIA S.A.;2020-01-01;2020-12-31;1640194.89;Diretoria Estatutária;2.00;1419946.45;2.00;809502.40;41722.57;0.00;0.00;;568721.48;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2023-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
81.616.807/0001-55;2023-12-31;5;133328;GRANJA FARIA S.A.;2020-01-01;2020-12-31;1640194.89;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2023-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
82.120.676/0001-83;2023-12-31;1;127897;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;2022-01-01;2022-12-31;2558798.81;Conselho de Administração;5.00;623360.76;0.00;0.00;12855.84;0.00;610504.92;Prestação de serviços em função de cargo executivo na Companhia.;0.00;0.00;0.00;0.00;0.00;Prestação de serviços em função de cargo executivo na Companhia.;0.00;0.00;0.00;
82.120.676/0001-83;2023-12-31;1;127897;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;2022-01-01;2022-12-31;2558798.81;Diretoria Estatutária;2.00;1935438.05;2.00;169000.00;582851.53;0.00;821217.52;Prestação de serviços em função de cargo executivo na Companhia.;362369.00;0.00;0.00;0.00;0.00;Prestação de serviços em função de cargo executivo na Companhia.;0.00;0.00;0.00;
82.120.676/0001-83;2023-12-31;1;127897;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;2022-01-01;2022-12-31;2558798.81;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
82.120.676/0001-83;2023-12-31;1;127897;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;2021-01-01;2021-12-31;1028763.56;Conselho de Administração;4.00;120000.00;1.00;120000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
82.120.676/0001-83;2023-12-31;1;127897;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;2021-01-01;2021-12-31;1028763.56;Diretoria Estatutária;2.00;908763.56;1.00;0.00;96000.00;0.00;594774.44;Prestação de serviços em função de cargo executivo na Companhia.;217989.12;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
82.120.676/0001-83;2023-12-31;1;127897;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;2021-01-01;2021-12-31;1028763.56;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
82.120.676/0001-83;2023-12-31;1;127897;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;2020-01-01;2020-12-31;3394774.36;Conselho de Administração;4.00;571074.60;2.00;120000.00;76000.00;0.00;375074.60;Prestação de serviços em função de cargo executivo na Companhia.;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;
82.120.676/0001-83;2023-12-31;1;127897;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;2020-01-01;2020-12-31;3394774.36;Diretoria Estatutária;4.00;2823699.76;3.00;0.00;384076.90;0.00;1335882.23;Prestação de serviços em função do cargo de executivo na Companhia.;717989.12;0.00;0.00;0.00;0.00;N/A;0.00;385751.51;0.00;
82.120.676/0001-83;2023-12-31;1;127897;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;2020-01-01;2020-12-31;3394774.36;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;
82.120.676/0001-83;2023-12-31;1;127897;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;2023-01-01;2023-12-31;7089882.20;Conselho de Administração;5.00;4928157.40;5.00;1351613.74;0.00;0.00;1859802.70;Prestação de serviços em função de cargo executivo na Companhia.;0.00;1716740.96;0.00;0.00;0.00;Prestação de serviços em função de cargo executivo na Companhia.;0.00;0.00;0.00;
82.120.676/0001-83;2023-12-31;1;127897;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;2023-01-01;2023-12-31;7089882.20;Diretoria Estatutária;2.00;2161724.80;2.00;301724.80;240000.00;0.00;842400.00;Prestação de serviços em função de cargo executivo na Companhia.;0.00;777600.00;0.00;0.00;0.00;Prestação de serviços em função de cargo executivo na Companhia.;0.00;0.00;0.00;
82.508.433/0001-17;2023-12-31;6;135666;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;2021-01-01;2021-12-31;2980645.52;Conselho de Administração;9.00;505191.89;8.00;410643.24;82128.65;0.00;0.00;;0.00;0.00;0.00;12420.00;0.00;Diárias;0.00;0.00;0.00;
82.508.433/0001-17;2023-12-31;6;135666;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;2021-01-01;2021-12-31;2980645.52;Diretoria Estatutária;4.00;2123473.71;4.00;1145131.35;850019.16;0.00;113113.20;Representação;0.00;0.00;0.00;15210.00;0.00;Diárias;0.00;0.00;0.00;
82.508.433/0001-17;2023-12-31;6;135666;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;2021-01-01;2021-12-31;2980645.52;Conselho Fiscal;5.00;351979.92;5.00;293316.60;58663.32;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
82.508.433/0001-17;2023-12-31;6;135666;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;2020-01-01;2020-12-31;2862527.12;Conselho de Administração;9.00;548374.92;8.00;535954.92;0.00;0.00;12420.00;Diárias;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
82.508.433/0001-17;2023-12-31;6;135666;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;2020-01-01;2020-12-31;2862527.12;Diretoria Estatutária;4.00;1962172.28;4.00;1951192.28;0.00;0.00;10980.00;Diárias;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
82.508.433/0001-17;2023-12-31;6;135666;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;2020-01-01;2020-12-31;2862527.12;Conselho Fiscal;5.00;351979.92;5.00;351979.92;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
82.508.433/0001-17;2023-12-31;6;135666;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;2022-01-01;2022-12-31;3657603.31;Conselho de Administração;9.00;545208.64;7.00;463640.04;14978.60;0.00;0.00;;0.00;0.00;0.00;66590.00;0.00;Diárias;0.00;0.00;0.00;
82.508.433/0001-17;2023-12-31;6;135666;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;2022-01-01;2022-12-31;3657603.31;Diretoria Estatutária;5.00;2763210.87;5.00;1577882.04;1007499.59;0.00;123364.24;Representação;0.00;0.00;0.00;54465.00;0.00;Diárias;0.00;0.00;0.00;
82.508.433/0001-17;2023-12-31;6;135666;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;2022-01-01;2022-12-31;3657603.31;Conselho Fiscal;5.00;349183.80;5.00;341158.92;8024.88;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
82.636.986/0001-55;2023-12-31;9;135685;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;927338.59;Conselho de Administração;3.00;180000.00;3.00;180000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
82.636.986/0001-55;2023-12-31;9;135685;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;927338.59;Diretoria Estatutária;2.00;747338.59;2.00;747338.59;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
82.636.986/0001-55;2023-12-31;9;135685;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;734300.55;Conselho de Administração;3.00;150500.00;3.00;150500.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
82.636.986/0001-55;2023-12-31;9;135685;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;734300.55;Diretoria Estatutária;2.00;583800.55;2.00;583800.55;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
82.636.986/0001-55;2023-12-31;9;135685;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;962795.80;Conselho de Administração;3.00;190500.00;3.00;190500.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
82.636.986/0001-55;2023-12-31;9;135685;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;962795.80;Diretoria Estatutária;2.00;772295.80;2.00;772295.80;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
82.636.986/0001-55;2023-12-31;9;135685;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;1007250.00;Conselho de Administração;3.00;202000.00;3.00;202000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
