CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Diluicao_Potencial;Preco_Medio_Ponderado_Opcoes_Em_Aberto;Preco_Medio_Ponderado_Opcoes_Perdidas;Preco_Medio_Ponderado_Opcoes_Exercidas
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
75.315.333/0001-09;2023-12-31;15;135906;ATACADÃO S.A.;2023-01-01;2023-12-31;Conselho de Administração;13.00;3.00;0.000000;0.00;0.00;0.00
75.315.333/0001-09;2023-12-31;15;135906;ATACADÃO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.100000;11.70;0.00;0.00
75.315.333/0001-09;2023-12-31;15;135906;ATACADÃO S.A.;2022-01-01;2022-12-31;Conselho de Administração;13.00;3.00;0.000000;0.00;0.00;0.00
75.315.333/0001-09;2023-12-31;15;135906;ATACADÃO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.100000;11.70;0.00;0.00
75.315.333/0001-09;2023-12-31;15;135906;ATACADÃO S.A.;2021-01-01;2021-12-31;Conselho de Administração;10.00;2.00;0.000000;0.00;0.00;0.00
75.315.333/0001-09;2023-12-31;15;135906;ATACADÃO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;4.00;0.100000;0.00;0.00;0.00
75.315.333/0001-09;2023-12-31;15;135906;ATACADÃO S.A.;2020-01-01;2020-12-31;Conselho de Administração;10.00;2.00;0.000000;0.00;0.00;0.00
75.315.333/0001-09;2023-12-31;15;135906;ATACADÃO S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;4.00;0.070000;0.00;0.00;0.00
75.609.123/0001-23;2023-12-31;14;134259;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;1.00;0.392800;1.90;0.00;0.00
75.609.123/0001-23;2023-12-31;14;134259;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
75.609.123/0001-23;2023-12-31;14;134259;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;1.00;1.001200;1.67;0.00;0.00
75.609.123/0001-23;2023-12-31;14;134259;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
75.609.123/0001-23;2023-12-31;14;134259;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;0.001800;1.42;0.00;0.00
75.609.123/0001-23;2023-12-31;14;134259;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
75.609.123/0001-23;2023-12-31;14;134259;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
75.609.123/0001-23;2023-12-31;14;134259;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
76.627.504/0001-06;2023-12-31;14;137778;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
76.627.504/0001-06;2023-12-31;14;137778;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
76.627.504/0001-06;2023-12-31;14;137778;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.00;7.00;0.000000;0.00;0.00;0.00
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;12.00;12.00;0.000000;0.00;0.00;0.00
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;7.00;0.000000;0.00;0.00;0.00
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;13.00;13.00;0.000000;0.00;0.00;0.00
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;7.00;0.000000;0.00;0.00;0.00
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;7.00;0.000000;0.00;0.00;0.00
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;7.00;0.000000;0.00;0.00;0.00
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;7.00;0.000000;0.00;0.00;0.00
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;1.00;0.000000;3.25;0.00;0.00
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;1.00;0.000000;4.84;0.00;4.87
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.00;1.00;0.000000;3.17;0.00;3.17
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;3.00;0.000000;5.55;3.96;5.65
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;1.00;0.000000;3.31;0.00;3.31
81.616.807/0001-55;2023-12-31;5;133328;GRANJA FARIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
81.616.807/0001-55;2023-12-31;5;133328;GRANJA FARIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
81.616.807/0001-55;2023-12-31;5;133328;GRANJA FARIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
81.616.807/0001-55;2023-12-31;5;133328;GRANJA FARIA S.A.;2020-01-01;2020-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
82.120.676/0001-83;2023-12-31;1;127897;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
82.120.676/0001-83;2023-12-31;1;127897;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
82.636.986/0001-55;2023-12-31;9;135685;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
82.636.986/0001-55;2023-12-31;9;135685;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
82.636.986/0001-55;2023-12-31;9;135685;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
82.636.986/0001-55;2023-12-31;9;135685;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
82.636.986/0001-55;2023-12-31;9;135685;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
82.636.986/0001-55;2023-12-31;9;135685;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
82.636.986/0001-55;2023-12-31;9;135685;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
82.636.986/0001-55;2023-12-31;9;135685;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
82.643.537/0001-34;2023-12-31;8;137145;ELECTRO ACO ALTONA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2023-12-31;2;130627;TEXTIL RENAUXVIEW S.A.;2020-01-01;2020-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2023-12-31;2;130627;TEXTIL RENAUXVIEW S.A.;2020-01-01;2020-12-31;Conselho Fiscal;5.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2023-12-31;2;130627;TEXTIL RENAUXVIEW S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2023-12-31;2;130627;TEXTIL RENAUXVIEW S.A.;2021-01-01;2021-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2023-12-31;2;130627;TEXTIL RENAUXVIEW S.A.;2021-01-01;2021-12-31;Conselho Fiscal;5.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2023-12-31;2;130627;TEXTIL RENAUXVIEW S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
83.475.913/0001-91;2023-12-31;5;138046;PBG S/A;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
83.475.913/0001-91;2023-12-31;5;138046;PBG S/A;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
83.475.913/0001-91;2023-12-31;5;138046;PBG S/A;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
84.683.374/0001-49;2023-12-31;16;137700;TUPY S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;1.00;0.030000;0.00;0.00;0.00
84.683.374/0001-49;2023-12-31;16;137700;TUPY S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.33;4.00;0.500000;0.00;0.00;0.00
84.683.374/0001-49;2023-12-31;16;137700;TUPY S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;1.00;0.030000;0.00;0.00;30.33
84.683.374/0001-49;2023-12-31;16;137700;TUPY S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0.500000;0.00;18.59;0.00
84.683.374/0001-49;2023-12-31;16;137700;TUPY S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.00;1.00;0.050000;0.00;0.00;21.30
84.683.374/0001-49;2023-12-31;16;137700;TUPY S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;0.440000;0.00;0.00;22.01
84.683.374/0001-49;2023-12-31;16;137700;TUPY S.A.;2020-01-01;2020-12-31;Conselho de Administração;9.00;1.00;0.060000;0.00;0.00;21.23
84.683.374/0001-49;2023-12-31;16;137700;TUPY S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;4.00;0.310000;0.00;0.00;20.65
85.041.333/0001-11;2023-12-31;3;128576;PORTO PONTA DO FELIX S/A;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
85.041.333/0001-11;2023-12-31;3;128576;PORTO PONTA DO FELIX S/A;2022-01-01;2022-12-31;Conselho de Administração;12.00;6.00;0.000000;0.00;0.00;477411.42
86.375.425/0001-09;2023-12-31;3;136655;METISA METALURGICA TIMBOENSE S.A.;2020-01-01;2020-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
86.375.425/0001-09;2023-12-31;3;136655;METISA METALURGICA TIMBOENSE S.A.;2020-01-01;2020-12-31;Conselho Fiscal;5.00;0.00;0.000000;0.00;0.00;0.00
86.375.425/0001-09;2023-12-31;3;136655;METISA METALURGICA TIMBOENSE S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
86.375.425/0001-09;2023-12-31;3;136655;METISA METALURGICA TIMBOENSE S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
86.375.425/0001-09;2023-12-31;3;136655;METISA METALURGICA TIMBOENSE S.A.;2021-01-01;2021-12-31;Conselho Fiscal;5.00;0.00;0.000000;0.00;0.00;0.00
86.375.425/0001-09;2023-12-31;3;136655;METISA METALURGICA TIMBOENSE S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
86.375.425/0001-09;2023-12-31;3;136655;METISA METALURGICA TIMBOENSE S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
86.375.425/0001-09;2023-12-31;3;136655;METISA METALURGICA TIMBOENSE S.A.;2022-01-01;2022-12-31;Conselho Fiscal;5.00;0.00;0.000000;0.00;0.00;0.00
86.375.425/0001-09;2023-12-31;3;136655;METISA METALURGICA TIMBOENSE S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
86.375.425/0001-09;2023-12-31;3;136655;METISA METALURGICA TIMBOENSE S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
86.375.425/0001-09;2023-12-31;3;136655;METISA METALURGICA TIMBOENSE S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
86.375.425/0001-09;2023-12-31;3;136655;METISA METALURGICA TIMBOENSE S.A.;2023-01-01;2023-12-31;Conselho Fiscal;5.00;0.00;0.000000;0.00;0.00;0.00
86.550.951/0001-50;2023-12-31;9;134528;POMIFRUTAS S/A EM RECUPERACAO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;3.00;3.00;0.000000;0.00;0.00;0.00
86.550.951/0001-50;2023-12-31;9;134528;POMIFRUTAS S/A EM RECUPERACAO JUDICIAL;2021-01-01;2021-12-31;Conselho de Administração;2.00;2.00;0.000000;0.00;0.00;0.00
87.456.562/0001-22;2023-12-31;2;136062;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;2022-01-01;2022-12-31;Conselho de Administração;6.00;6.00;0.000000;0.00;0.00;0.00
87.456.562/0001-22;2023-12-31;2;136062;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.000000;0.00;0.00;0.00
88.611.835/0001-29;2023-12-31;15;136048;MARCOPOLO S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
88.611.835/0001-29;2023-12-31;15;136048;MARCOPOLO S.A.;2020-01-01;2020-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
88.611.835/0001-29;2023-12-31;15;136048;MARCOPOLO S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;1.00;0.000000;3.96;3.96;0.00
88.611.835/0001-29;2023-12-31;15;136048;MARCOPOLO S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
88.611.835/0001-29;2023-12-31;15;136048;MARCOPOLO S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
88.611.835/0001-29;2023-12-31;15;136048;MARCOPOLO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;1.00;0.000000;2.34;0.00;2.34
88.611.835/0001-29;2023-12-31;15;136048;MARCOPOLO S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
88.611.835/0001-29;2023-12-31;15;136048;MARCOPOLO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
88.611.835/0001-29;2023-12-31;15;136048;MARCOPOLO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0.000000;2.42;0.00;2.42
88.611.835/0001-29;2023-12-31;15;136048;MARCOPOLO S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
88.611.835/0001-29;2023-12-31;15;136048;MARCOPOLO S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
88.611.835/0001-29;2023-12-31;15;136048;MARCOPOLO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.000000;2.57;0.00;2.57
89.096.457/0001-55;2023-12-31;15;137386;SLC AGRICOLA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;4.00;0.110000;20.03;0.00;0.00
89.096.457/0001-55;2023-12-31;15;137386;SLC AGRICOLA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;0.110000;41.23;0.00;0.00
89.096.457/0001-55;2023-12-31;15;137386;SLC AGRICOLA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.110000;40.27;0.00;0.00
89.096.457/0001-55;2023-12-31;15;137386;SLC AGRICOLA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.110000;44.30;0.00;0.00
89.637.490/0001-45;2023-12-31;15;137486;KLABIN S.A.;2022-01-01;2022-12-31;Conselho de Administração;14.00;14.00;0.000000;0.00;0.00;0.00
89.637.490/0001-45;2023-12-31;15;137486;KLABIN S.A.;2022-01-01;2022-12-31;Conselho Fiscal;5.00;5.00;0.000000;0.00;0.00;0.00
89.637.490/0001-45;2023-12-31;15;137486;KLABIN S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.000000;0.00;0.00;0.00
89.850.341/0001-60;2023-12-31;11;136875;GRENDENE S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;3.00;0.030000;4.51;0.00;4.25
89.850.341/0001-60;2023-12-31;11;136875;GRENDENE S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;0.010000;4.93;0.00;5.01
89.850.341/0001-60;2023-12-31;11;136875;GRENDENE S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.010000;4.68;0.00;4.68
89.850.341/0001-60;2023-12-31;11;136875;GRENDENE S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.050000;4.50;0.00;4.50
90.400.888/0001-42;2023-12-31;17;137940;BCO SANTANDER (BRASIL) S.A.;2022-01-01;2022-12-31;Conselho de Administração;10.00;5.00;0.000000;0.00;0.00;0.00
90.400.888/0001-42;2023-12-31;17;137940;BCO SANTANDER (BRASIL) S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;50.00;50.00;0.000000;452400.00;93077.00;0.00
91.669.747/0001-92;2023-12-31;2;128679;DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;2022-01-01;2022-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
91.669.747/0001-92;2023-12-31;2;128679;DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
91.983.056/0001-69;2023-12-31;17;136540;KEPLER WEBER S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;1.00;0.000000;0.00;0.00;16522.00
91.983.056/0001-69;2023-12-31;17;136540;KEPLER WEBER S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.00;7.00;0.000000;0.00;0.00;0.00
91.983.056/0001-69;2023-12-31;17;136540;KEPLER WEBER S.A.;2020-01-01;2020-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
92.012.467/0001-70;2023-12-31;5;136606;GRAZZIOTIN S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.124600;0.00;0.00;28.99
92.012.467/0001-70;2023-12-31;5;136606;GRAZZIOTIN S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;0.215200;0.00;0.00;21.91
92.012.467/0001-70;2023-12-31;5;136606;GRAZZIOTIN S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;3.00;0.231200;0.00;0.00;18.30
92.665.611/0001-77;2023-12-31;5;133204;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;2022-01-01;2022-12-31;Conselho de Administração;6.00;5.00;0.000000;0.00;0.00;0.00
92.665.611/0001-77;2023-12-31;5;133204;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
92.693.019/0001-89;2023-12-31;5;137614;PANATLANTICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
92.721.232/0001-57;2023-12-31;6;134014;BANRISUL ARMAZENS GERAIS SA;2020-01-01;2020-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
92.721.232/0001-57;2023-12-31;6;134014;BANRISUL ARMAZENS GERAIS SA;2020-01-01;2020-12-31;Conselho Fiscal;6.00;0.00;0.000000;0.00;0.00;0.00
92.721.232/0001-57;2023-12-31;6;134014;BANRISUL ARMAZENS GERAIS SA;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;0.00;0.000000;0.00;0.00;0.00
92.721.232/0001-57;2023-12-31;6;134014;BANRISUL ARMAZENS GERAIS SA;2021-01-01;2021-12-31;Conselho de Administração;6.66;0.00;0.000000;0.00;0.00;0.00
92.721.232/0001-57;2023-12-31;6;134014;BANRISUL ARMAZENS GERAIS SA;2021-01-01;2021-12-31;Conselho Fiscal;6.00;0.00;0.000000;0.00;0.00;0.00
92.721.232/0001-57;2023-12-31;6;134014;BANRISUL ARMAZENS GERAIS SA;2021-01-01;2021-12-31;Diretoria Estatutária;3.66;0.00;0.000000;0.00;0.00;0.00
92.721.232/0001-57;2023-12-31;6;134014;BANRISUL ARMAZENS GERAIS SA;2022-01-01;2022-12-31;Conselho de Administração;6.91;0.00;0.000000;0.00;0.00;0.00
92.721.232/0001-57;2023-12-31;6;134014;BANRISUL ARMAZENS GERAIS SA;2022-01-01;2022-12-31;Conselho Fiscal;6.00;0.00;0.000000;0.00;0.00;0.00
92.721.232/0001-57;2023-12-31;6;134014;BANRISUL ARMAZENS GERAIS SA;2022-01-01;2022-12-31;Diretoria Estatutária;2.58;0.00;0.000000;0.00;0.00;0.00
92.721.232/0001-57;2023-12-31;6;134014;BANRISUL ARMAZENS GERAIS SA;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
92.721.232/0001-57;2023-12-31;6;134014;BANRISUL ARMAZENS GERAIS SA;2023-01-01;2023-12-31;Conselho Fiscal;6.00;0.00;0.000000;0.00;0.00;0.00
92.721.232/0001-57;2023-12-31;6;134014;BANRISUL ARMAZENS GERAIS SA;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
92.754.738/0001-62;2023-12-31;9;136012;LOJAS RENNER S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;1.00;0.010000;35.34;0.00;0.00
92.754.738/0001-62;2023-12-31;9;136012;LOJAS RENNER S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0.240000;28.71;0.00;0.00
92.754.738/0001-62;2023-12-31;9;136012;LOJAS RENNER S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;1.00;0.010000;35.34;0.00;17.95
92.754.738/0001-62;2023-12-31;9;136012;LOJAS RENNER S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0.160000;32.88;0.00;17.95
92.754.738/0001-62;2023-12-31;9;136012;LOJAS RENNER S.A.;2021-01-01;2021-12-31;Conselho de Administração;8.00;1.00;0.210000;19.19;0.00;0.00
92.754.738/0001-62;2023-12-31;9;136012;LOJAS RENNER S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.92;4.92;0.090000;37.33;0.00;18.73
92.754.738/0001-62;2023-12-31;9;136012;LOJAS RENNER S.A.;2020-01-01;2020-12-31;Conselho de Administração;8.00;1.00;0.026000;19.19;0.00;0.00
92.754.738/0001-62;2023-12-31;9;136012;LOJAS RENNER S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;5.00;0.130000;34.28;42.98;17.10
92.781.335/0001-02;2023-12-31;9;136801;TAURUS ARMAS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.45;4.45;0.450000;12783925.00;0.00;0.00
92.781.335/0001-02;2023-12-31;9;136801;TAURUS ARMAS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;6.00;0.000000;0.00;0.00;0.00
92.781.335/0001-02;2023-12-31;9;136801;TAURUS ARMAS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;6.00;0.000000;0.00;0.00;0.00
92.781.335/0001-02;2023-12-31;9;136801;TAURUS ARMAS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
92.781.335/0001-02;2023-12-31;9;136801;TAURUS ARMAS S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;6.00;0.000000;0.00;0.00;0.00
92.781.335/0001-02;2023-12-31;9;136801;TAURUS ARMAS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.33;4.33;0.000000;0.00;0.00;0.00
92.791.243/0001-03;2023-12-31;7;137721;IRANI PAPEL E EMBALAGEM S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;5.00;0.000000;0.00;0.00;0.00
92.791.243/0001-03;2023-12-31;7;137721;IRANI PAPEL E EMBALAGEM S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;5.00;0.000000;0.00;0.00;0.00
