CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Quantidade_Acoes;Preco_Medio_Ponderado_Aquisicao;Preco_Medio_Ponderado_Mercado;Valor_Diferenca_Aquisicao_Mercado
82.636.986/0001-55;2023-12-31;9;135685;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
82.636.986/0001-55;2023-12-31;9;135685;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
82.636.986/0001-55;2023-12-31;9;135685;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
82.636.986/0001-55;2023-12-31;9;135685;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
82.636.986/0001-55;2023-12-31;9;135685;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
82.636.986/0001-55;2023-12-31;9;135685;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
82.636.986/0001-55;2023-12-31;9;135685;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
82.643.537/0001-34;2023-12-31;8;137145;ELECTRO ACO ALTONA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
82.982.075/0001-80;2023-12-31;2;130627;TEXTIL RENAUXVIEW S.A.;2020-01-01;2020-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
82.982.075/0001-80;2023-12-31;2;130627;TEXTIL RENAUXVIEW S.A.;2020-01-01;2020-12-31;Conselho Fiscal;5.00;0.00;0;0.00;0.00;0.00
82.982.075/0001-80;2023-12-31;2;130627;TEXTIL RENAUXVIEW S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
82.982.075/0001-80;2023-12-31;2;130627;TEXTIL RENAUXVIEW S.A.;2021-01-01;2021-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
82.982.075/0001-80;2023-12-31;2;130627;TEXTIL RENAUXVIEW S.A.;2021-01-01;2021-12-31;Conselho Fiscal;5.00;0.00;0;0.00;0.00;0.00
82.982.075/0001-80;2023-12-31;2;130627;TEXTIL RENAUXVIEW S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
82.982.075/0001-80;2023-12-31;2;130627;TEXTIL RENAUXVIEW S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
82.982.075/0001-80;2023-12-31;2;130627;TEXTIL RENAUXVIEW S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
82.982.075/0001-80;2023-12-31;2;130627;TEXTIL RENAUXVIEW S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
82.982.075/0001-80;2023-12-31;2;130627;TEXTIL RENAUXVIEW S.A.;2023-01-01;2023-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
82.982.075/0001-80;2023-12-31;2;130627;TEXTIL RENAUXVIEW S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
82.982.075/0001-80;2023-12-31;2;130627;TEXTIL RENAUXVIEW S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
83.475.913/0001-91;2023-12-31;5;138046;PBG S/A;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
83.475.913/0001-91;2023-12-31;5;138046;PBG S/A;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
83.475.913/0001-91;2023-12-31;5;138046;PBG S/A;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
84.429.695/0001-11;2023-12-31;6;136075;WEG S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;13.67;13.67;513164;9.22;19.79;-5424143.48
84.429.695/0001-11;2023-12-31;6;136075;WEG S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;13.00;13.00;283114;8.59;36.12;-7794128.42
84.429.695/0001-11;2023-12-31;6;136075;WEG S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;12.50;9.00;213800;14.38;31.72;-3707292.00
84.683.374/0001-49;2023-12-31;16;137700;TUPY S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;3.00;14157;21.95;21.95;0.00
84.683.374/0001-49;2023-12-31;16;137700;TUPY S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;1.00;36635;25.09;25.09;0.00
84.683.374/0001-49;2023-12-31;16;137700;TUPY S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;3.00;24656;15.15;15.15;0.00
84.683.374/0001-49;2023-12-31;16;137700;TUPY S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
85.041.333/0001-11;2023-12-31;3;128576;PORTO PONTA DO FELIX S/A;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
86.375.425/0001-09;2023-12-31;3;136655;METISA METALURGICA TIMBOENSE S.A.;2020-01-01;2020-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
86.375.425/0001-09;2023-12-31;3;136655;METISA METALURGICA TIMBOENSE S.A.;2020-01-01;2020-12-31;Conselho Fiscal;5.00;0.00;0;0.00;0.00;0.00
86.375.425/0001-09;2023-12-31;3;136655;METISA METALURGICA TIMBOENSE S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
86.375.425/0001-09;2023-12-31;3;136655;METISA METALURGICA TIMBOENSE S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
86.375.425/0001-09;2023-12-31;3;136655;METISA METALURGICA TIMBOENSE S.A.;2021-01-01;2021-12-31;Conselho Fiscal;5.00;0.00;0;0.00;0.00;0.00
86.375.425/0001-09;2023-12-31;3;136655;METISA METALURGICA TIMBOENSE S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
86.375.425/0001-09;2023-12-31;3;136655;METISA METALURGICA TIMBOENSE S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
86.375.425/0001-09;2023-12-31;3;136655;METISA METALURGICA TIMBOENSE S.A.;2022-01-01;2022-12-31;Conselho Fiscal;5.00;0.00;0;0.00;0.00;0.00
86.375.425/0001-09;2023-12-31;3;136655;METISA METALURGICA TIMBOENSE S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
86.550.951/0001-50;2023-12-31;9;134528;POMIFRUTAS S/A EM RECUPERACAO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;3.00;3.00;0;0.00;0.00;0.00
86.550.951/0001-50;2023-12-31;9;134528;POMIFRUTAS S/A EM RECUPERACAO JUDICIAL;2021-01-01;2021-12-31;Conselho de Administração;2.00;2.00;0;0.00;0.00;0.00
87.456.562/0001-22;2023-12-31;2;136062;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
87.456.562/0001-22;2023-12-31;2;136062;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
88.611.835/0001-29;2023-12-31;15;136048;MARCOPOLO S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
88.611.835/0001-29;2023-12-31;15;136048;MARCOPOLO S.A.;2020-01-01;2020-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
88.611.835/0001-29;2023-12-31;15;136048;MARCOPOLO S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;1.00;95060;2.82;2.96;-13308.40
88.611.835/0001-29;2023-12-31;15;136048;MARCOPOLO S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
88.611.835/0001-29;2023-12-31;15;136048;MARCOPOLO S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
88.611.835/0001-29;2023-12-31;15;136048;MARCOPOLO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;1.00;52189;3.73;4.36;-32879.07
88.611.835/0001-29;2023-12-31;15;136048;MARCOPOLO S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
88.611.835/0001-29;2023-12-31;15;136048;MARCOPOLO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
88.611.835/0001-29;2023-12-31;15;136048;MARCOPOLO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;1.00;21950;3.70;2.47;26998.50
88.611.835/0001-29;2023-12-31;15;136048;MARCOPOLO S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
88.611.835/0001-29;2023-12-31;15;136048;MARCOPOLO S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
88.611.835/0001-29;2023-12-31;15;136048;MARCOPOLO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;626880;2.92;4.12;-752256.00
89.096.457/0001-55;2023-12-31;15;137386;SLC AGRICOLA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;4.00;31914;31.55;25.98;177760.98
89.096.457/0001-55;2023-12-31;15;137386;SLC AGRICOLA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;36075;33.42;45.01;-418109.25
89.096.457/0001-55;2023-12-31;15;137386;SLC AGRICOLA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;41625;31.24;44.17;-538211.25
89.463.822/0001-12;2023-12-31;27;137874;LUPATECH S.A;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
89.463.822/0001-12;2023-12-31;27;137874;LUPATECH S.A;2021-01-01;2021-12-31;Diretoria Estatutária;2.08;2.00;1766190;1.31;1.64;-582842.70
89.463.822/0001-12;2023-12-31;27;137874;LUPATECH S.A;2022-01-01;2022-12-31;Conselho de Administração;5.00;1.00;74648;1.78;2.22;-32845.12
89.463.822/0001-12;2023-12-31;27;137874;LUPATECH S.A;2022-01-01;2022-12-31;Diretoria Estatutária;2.33;2.00;1061503;1.22;1.86;-679361.92
89.637.490/0001-45;2023-12-31;15;137486;KLABIN S.A.;2020-01-01;2020-12-31;Conselho de Administração;13.58;0.00;0;0.00;0.00;0.00
89.637.490/0001-45;2023-12-31;15;137486;KLABIN S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;4.00;128745;6.70;15.21;-1095619.95
89.637.490/0001-45;2023-12-31;15;137486;KLABIN S.A.;2021-01-01;2021-12-31;Conselho de Administração;13.00;0.00;0;0.00;0.00;0.00
89.637.490/0001-45;2023-12-31;15;137486;KLABIN S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.92;3.92;214987;6.70;17.68;-2360557.26
89.637.490/0001-45;2023-12-31;15;137486;KLABIN S.A.;2022-01-01;2022-12-31;Conselho de Administração;14.00;0.00;0;0.00;0.00;0.00
89.637.490/0001-45;2023-12-31;15;137486;KLABIN S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;156264;6.70;17.56;-1697027.04
89.850.341/0001-60;2023-12-31;11;136875;GRENDENE S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;3.00;469660;4.26;11.43;-3367462.20
89.850.341/0001-60;2023-12-31;11;136875;GRENDENE S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;212116;5.18;7.52;-496351.44
89.850.341/0001-60;2023-12-31;11;136875;GRENDENE S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;65128;5.23;8.92;-240322.32
89.850.341/0001-60;2023-12-31;11;136875;GRENDENE S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;149998;4.36;7.39;-454493.94
90.400.888/0001-42;2023-12-31;17;137940;BCO SANTANDER (BRASIL) S.A.;2022-01-01;2022-12-31;Conselho de Administração;10.00;5.00;0;0.00;0.00;0.00
90.400.888/0001-42;2023-12-31;17;137940;BCO SANTANDER (BRASIL) S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;50.00;50.00;0;0.00;0.00;0.00
91.669.747/0001-92;2023-12-31;2;128679;DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;2022-01-01;2022-12-31;Conselho de Administração;4.00;0.00;0;0.00;0.00;0.00
91.669.747/0001-92;2023-12-31;2;128679;DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
91.983.056/0001-69;2023-12-31;17;136540;KEPLER WEBER S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;8595;0.00;0.00;0.00
91.983.056/0001-69;2023-12-31;17;136540;KEPLER WEBER S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;1.00;3568;0.00;0.00;0.00
91.983.056/0001-69;2023-12-31;17;136540;KEPLER WEBER S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;2.00;0;0.00;0.00;0.00
92.012.467/0001-70;2023-12-31;5;136606;GRAZZIOTIN S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;42177;21.91;31.30;-396042.03
92.012.467/0001-70;2023-12-31;5;136606;GRAZZIOTIN S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;24120;28.99;41.41;-299570.40
92.012.467/0001-70;2023-12-31;5;136606;GRAZZIOTIN S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;3.00;36705;18.30;26.14;-287767.20
92.665.611/0001-77;2023-12-31;5;133204;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;2020-01-01;2020-12-31;Conselho de Administração;5.00;4.00;0;0.00;0.00;0.00
92.665.611/0001-77;2023-12-31;5;133204;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;3.00;39875;26.50;24.93;62603.75
92.665.611/0001-77;2023-12-31;5;133204;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;2021-01-01;2021-12-31;Conselho de Administração;6.00;5.00;0;0.00;0.00;0.00
92.665.611/0001-77;2023-12-31;5;133204;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
92.665.611/0001-77;2023-12-31;5;133204;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;2022-01-01;2022-12-31;Conselho de Administração;6.00;5.00;0;0.00;0.00;0.00
92.665.611/0001-77;2023-12-31;5;133204;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;41104;11.48;11.70;-9042.88
92.693.019/0001-89;2023-12-31;5;137614;PANATLANTICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;3.00;0;0.00;0.00;0.00
92.721.232/0001-57;2023-12-31;6;134014;BANRISUL ARMAZENS GERAIS SA;2020-01-01;2020-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
92.721.232/0001-57;2023-12-31;6;134014;BANRISUL ARMAZENS GERAIS SA;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
92.721.232/0001-57;2023-12-31;6;134014;BANRISUL ARMAZENS GERAIS SA;2020-01-01;2020-12-31;Conselho Fiscal;6.00;0.00;0;0.00;0.00;0.00
92.721.232/0001-57;2023-12-31;6;134014;BANRISUL ARMAZENS GERAIS SA;2021-01-01;2021-12-31;Conselho de Administração;6.66;0.00;0;0.00;0.00;0.00
92.721.232/0001-57;2023-12-31;6;134014;BANRISUL ARMAZENS GERAIS SA;2021-01-01;2021-12-31;Conselho Fiscal;6.00;0.00;0;0.00;0.00;0.00
92.721.232/0001-57;2023-12-31;6;134014;BANRISUL ARMAZENS GERAIS SA;2021-01-01;2021-12-31;Diretoria Estatutária;3.66;0.00;0;0.00;0.00;0.00
92.721.232/0001-57;2023-12-31;6;134014;BANRISUL ARMAZENS GERAIS SA;2022-01-01;2022-12-31;Conselho de Administração;6.91;0.00;0;0.00;0.00;0.00
92.721.232/0001-57;2023-12-31;6;134014;BANRISUL ARMAZENS GERAIS SA;2022-01-01;2022-12-31;Conselho Fiscal;6.00;0.00;0;0.00;0.00;0.00
92.721.232/0001-57;2023-12-31;6;134014;BANRISUL ARMAZENS GERAIS SA;2022-01-01;2022-12-31;Diretoria Estatutária;2.58;0.00;0;0.00;0.00;0.00
92.754.738/0001-62;2023-12-31;9;136012;LOJAS RENNER S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;5.00;84519;56.16;54.73;120862.17
92.754.738/0001-62;2023-12-31;9;136012;LOJAS RENNER S.A.;2020-01-01;2020-12-31;Conselho de Administração;8.00;1.00;352715;56.16;54.73;504382.45
92.754.738/0001-62;2023-12-31;9;136012;LOJAS RENNER S.A.;2021-01-01;2021-12-31;Conselho de Administração;8.00;1.00;0;0.00;0.00;0.00
92.754.738/0001-62;2023-12-31;9;136012;LOJAS RENNER S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.92;4.92;49852;41.29;41.05;11964.48
92.754.738/0001-62;2023-12-31;9;136012;LOJAS RENNER S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;1.00;0;0.00;0.00;0.00
92.754.738/0001-62;2023-12-31;9;136012;LOJAS RENNER S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;53724;25.93;25.78;8058.60
92.791.243/0001-03;2023-12-31;7;137721;IRANI PAPEL E EMBALAGEM S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;5.00;0;0.00;0.00;0.00
92.791.243/0001-03;2023-12-31;7;137721;IRANI PAPEL E EMBALAGEM S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
92.791.243/0001-03;2023-12-31;7;137721;IRANI PAPEL E EMBALAGEM S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;0;0.00;0.00;0.00
92.791.243/0001-03;2023-12-31;7;137721;IRANI PAPEL E EMBALAGEM S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
92.791.243/0001-03;2023-12-31;7;137721;IRANI PAPEL E EMBALAGEM S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;0;0.00;0.00;0.00
92.791.243/0001-03;2023-12-31;7;137721;IRANI PAPEL E EMBALAGEM S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
92.791.243/0001-03;2023-12-31;7;137721;IRANI PAPEL E EMBALAGEM S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.67;5.67;0;0.00;0.00;0.00
92.791.243/0001-03;2023-12-31;7;137721;IRANI PAPEL E EMBALAGEM S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
92.791.243/0001-03;2023-12-31;7;137721;IRANI PAPEL E EMBALAGEM S.A.;2023-01-01;2023-12-31;Conselho Fiscal;2.00;2.00;0;0.00;0.00;0.00
96.298.013/0001-68;2023-12-31;8;137557;PACAEMBU CONSTRUTORA S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
96.298.013/0001-68;2023-12-31;8;137557;PACAEMBU CONSTRUTORA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;0.00;0;0.00;0.00;0.00
96.298.013/0001-68;2023-12-31;8;137557;PACAEMBU CONSTRUTORA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
96.298.013/0001-68;2023-12-31;8;137557;PACAEMBU CONSTRUTORA S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
96.298.013/0001-68;2023-12-31;8;137557;PACAEMBU CONSTRUTORA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;3.00;150000;2.32;2.32;0.00
96.298.013/0001-68;2023-12-31;8;137557;PACAEMBU CONSTRUTORA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
